service	category_one	category_two	category_three	assigned	summary
공원등 신설 및 교체(주민참여)	지역개발	지역및도시	건설건축 	0	0
공원소외지역내 한뼘동네공원 조성	지역개발	지역및도시	건설건축 	2200000000	2200000000
공원시설관리용역	지역개발	지역및도시	건설건축 	5567612000	44180152000
공원시설물 유지보수 및 정비	지역개발	지역및도시	건설건축 	2775094000	27740145000
공원유지관리용 장비구입	지역개발	지역및도시	건설건축 	0	83199000
공원이용 고객만족 서비스수준 향상	지역개발	지역및도시	건설건축 	108255000	1547900000
공원이용 프로그램 운영	지역개발	지역및도시	건설건축 	487104000	2457439000
공원편익(판매)시설유지.보수	지역개발	지역및도시	건설건축 	78600000	798286000
공원활성화를 위한 마케팅 강화	지역개발	지역및도시	건설건축 	455894000	3411023000
공유재산 관리	지역개발	지역및도시	건설건축 	385000000	1925000000
관악산 도시자연공원 청룡산 지구 조성	지역개발	지역및도시	건설건축 	3650000000	10600000000
관악산도시자연공원 낙성대지구 야외놀이마당 조성	지역개발	지역및도시	건설건축 	1164000000	14012000000
관악산도시자연공원 문성지구 조성	지역개발	지역및도시	건설건축 	1356000000	13000000000
관악산도시자연공원(독산지구-금천)조성	지역개발	지역및도시	건설건축 	3824000000	82442000000
관악산도시자연공원(신림계곡지구-입구) 재조성	지역개발	지역및도시	건설건축 	100000000	350000000
광고물관리 심의위원회 운영	지역개발	지역및도시	건설건축 	16000000	80000000
광화문광장 관리 운영	지역개발	지역및도시	건설건축 	882173000	5602173000
광화문광장 상징물 관광상품화 사업	지역개발	지역및도시	건설건축 	0	170000000
교부금(도시개발)	지역개발	지역및도시	건설건축 	16500000000	26500000000
구역통합형 에코스쿨 존 기본계획 연구용역	지역개발	지역및도시	건설건축 	0	90000000
국가상징거리 조성	지역개발	지역및도시	건설건축 	0	0
국고보조금사업 집행잔액 반납	지역개발	지역및도시	건설건축 	0	0
국고보조사업 집행잔액 반납	지역개발	지역및도시	건설건축 	100000000	100000000
국고보조사업 집행잔액 반납	지역개발	지역및도시	건설건축 	6354000	62003000
국고보조사업 집행잔액 반납	지역개발	지역및도시	건설건축 	702135000	9019000
국외 서울공원 노후훼손시설 정비	지역개발	지역및도시	건설건축 	0	594000000
권역별 종합발전계획의 소통 공감 추진	지역개발	지역및도시	건설건축 	0	0
균형발전관련 위원회 운영	지역개발	지역및도시	건설건축 	0	51166000
그린웨이조성	지역개발	지역및도시	건설건축 	0	56617000000
근대 건축문화자산 기록화 사업	지역개발	지역및도시	건설건축 	0	150000000
글로벌디자인도시서미트 개최	지역개발	지역및도시	건설건축 	0	0
글로벌디자인도시협의체 운영	지역개발	지역및도시	건설건축 	104030000	780030000
금화터널 녹지(서대문)보상(도시개발)	지역개발	지역및도시	건설건축 	0	1599000000
기반시설부담금 징수교부금	지역개발	지역및도시	건설건축 	500000000	7094200000
기존 도시개발사업 진단과 개선방안 연구	지역개발	지역및도시	건설건축 	300000000	500000000
기차길옆 녹지조성(철도연변 수림대 조성)	지역개발	지역및도시	건설건축 	995000000	15391000000
기타회계 전출금	지역개발	지역및도시	건설건축 	93861000000	390365300000
기타회계전출금	지역개발	지역및도시	건설건축 	86700000000	86700000000
기후변화 대응형 도시관리계획 수립방안 연구	지역개발	지역및도시	건설건축 	0	243000000
길동생태공원 시설물 보수정비	지역개발	지역및도시	건설건축 	42900000	522900000
길음지구 학교부지 감정평가 수수료	지역개발	지역및도시	건설건축 	70000000	70000000
꽃동산 조성 및 녹지조경시설물 유지관리	지역개발	지역및도시	건설건축 	543228000	4001425000
꿩고개근린공원(강서) 조성	지역개발	지역및도시	건설건축 	305000000	30868000000
나라꽃 무궁화 보급 및 확대	지역개발	지역및도시	건설건축 	90000000	3545000000
나무은행 운영	지역개발	지역및도시	건설건축 	61000000	3399500000
난지 잔디양묘장 조성	지역개발	지역및도시	건설건축 	0	600000000
남부순환로(가리봉균촉지구앞)지하차도 건설	지역개발	지역및도시	건설건축 	1000000000	1000000000
남산 및 산하공원 등 유지관리	지역개발	지역및도시	건설건축 	5113364000	26519654000
남산 및 산하공원 시설물 보수 정비	지역개발	지역및도시	건설건축 	886914000	2515274000
남산 북측실개천 유지관리	지역개발	지역및도시	건설건축 	0	426544000
남산 서울타워 영상조명 운영개선	지역개발	지역및도시	건설건축 	0	300000000
남산공원 시설재정비	지역개발	지역및도시	건설건축 	300000000	25280000000
남산공원 예장지구 재정비	지역개발	지역및도시	건설건축 	0	45083400000
남산공원 회현지구 재정비	지역개발	지역및도시	건설건축 	0	48890000000
남산르네상스 유지관리	지역개발	지역및도시	건설건축 	0	2045000000
남산오르미 유지관리	지역개발	지역및도시	건설건축 	0	104000000
남태령채석장부지(대체공원용지) 공원조성	지역개발	지역및도시	건설건축 	0	27100000000
내부순환도로 경관조명 설치	지역개발	지역및도시	건설건축 	0	0
네트워크 RTK 시스템 및 측량기준점관리시스템 유지보수	지역개발	지역및도시	건설건축 	92919000	394968133000
노량진근린공원 조성	지역개발	지역및도시	건설건축 	0	727000000
노을공원 에코랜드 조성	지역개발	지역및도시	건설건축 	0	2462000000
뉴타운사업 사업성 분석 	지역개발	지역및도시	건설건축 	1167000000	1167000000
대모산 도시자연공원(대모천지구) 조성	지역개발	지역및도시	건설건축 	0	29126000000
대학의 세부시설 및 토지이용현황 실태조사	지역개발	지역및도시	건설건축 	0	41429000
도곡근린공원(강남) 조성	지역개발	지역및도시	건설건축 	3000000000	71700000000
도봉동 캠핑장 등 조성용역	지역개발	지역및도시	건설건축 	100000000	100000000
도시·건축 공동위원회 운영	지역개발	지역및도시	건설건축 	102622000	409108000
도시개발특별회계 법정전출금	지역개발	지역및도시	건설건축 	657027000000	3201933800000
도시갤러리 프로젝트	지역개발	지역및도시	건설건축 	90000000	2414000000
도시건축 미래상 정립 및 건축기준 설정을 위한 연구용역	지역개발	지역및도시	건설건축 	177685000	177685000
도시경관 전문가 회의	지역개발	지역및도시	건설건축 	0	75450000
도시계획 연혁집 작성	지역개발	지역및도시	건설건축 	0	80000000
도시계획시설 고문서(도면 등) 복원	지역개발	지역및도시	건설건축 	0	372000000
도시계획시설 관련서류 전산화	지역개발	지역및도시	건설건축 	0	68540000
도시계획시설의 부대.편익시설 설치기준 개선 연구용역	지역개발	지역및도시	건설건축 	0	0
도시계획시설의 중복.복합화에 따른 효율적 운용방안 연구	지역개발	지역및도시	건설건축 	0	0
도시계획위원회 운영	지역개발	지역및도시	건설건축 	200000000	1052175000
도시계획정보시스템(UPIS) DB정비	지역개발	지역및도시	건설건축 	0	9531000
도시계획정보시스템(UPIS) 유지보수	지역개발	지역및도시	건설건축 	85154000	399412000
도시공원 조성	지역개발	지역및도시	건설건축 	17000000000	17000000000
도시공원위원회 운영	지역개발	지역및도시	건설건축 	71400000	360000000
도시구조물 벽면녹화	지역개발	지역및도시	건설건축 	1907000000	33686000000
도시녹화(녹지활용계약 쉼터)조성	지역개발	지역및도시	건설건축 	930000000	1600000000
도시생태현황도 유지관리	지역개발	지역및도시	건설건축 	20000000	40000000
도시생태현황도 재정비 용역	지역개발	지역및도시	건설건축 	0	800000000
도시재정비 위원회 운영	지역개발	지역및도시	건설건축 	110314000	462000000
도시정비사업 분쟁조성방안 및 갈등해결 절차, 방법 등 연구 용역	지역개발	지역및도시	건설건축 	0	50000000
도시정책 컨퍼런스(SPC) 운영	지역개발	지역및도시	건설건축 	188000000	1000000000
도시환경정비사업 융자금 지원	지역개발	지역및도시	건설건축 	0	110000000000
도시활력증진개발	지역개발	지역및도시	건설건축 	0	0
도시활력증진지역 개발사업	지역개발	지역및도시	건설건축 	128000000	446000000
도심 공간 역사이야기 발굴 사업	지역개발	지역및도시	건설건축 	0	130000000
도심 전통상권 활성화 실행방안 연구	지역개발	지역및도시	건설건축 	0	0
도심부 형성과정 분석을 통한 관리모델 연구	지역개발	지역및도시	건설건축 	0	0
도심산업에 대한 도시계획적 지원방안 연구	지역개발	지역및도시	건설건축 	0	0
동남권 유통단지 조성 관련(시책사업비)	지역개발	지역및도시	건설건축 	0	0
동네뒷산 공원 조성	지역개발	지역및도시	건설건축 	16474900000	403740100000
동대문디자인플라자 운영준비	지역개발	지역및도시	건설건축 	430000000	61105708000
동대문역사문화공원 건설	지역개발	지역및도시	건설건축 	72200000000	440100232000
동물 사육관리시스템 개선	지역개발	지역및도시	건설건축 	80243000	309012000
동물병원 진료기능 강화	지역개발	지역및도시	건설건축 	320343000	2713153000
동물분 환경처리장 정비	지역개발	지역및도시	건설건축 	52540000	264540000
동물사 유지관리	지역개발	지역및도시	건설건축 	3492180000	24360285000
동물쇼 프로그램 운영	지역개발	지역및도시	건설건축 	217988000	1583362000
동물원 수목식재 및 조경 강화	지역개발	지역및도시	건설건축 	200000000	3452550000
동물원 유지관리	지역개발	지역및도시	건설건축 	2441900000	16649502000
동물전시 프로그램 개발운영	지역개발	지역및도시	건설건축 	611000000	4630750000
동물표본 제작 및 특수사료 생산	지역개발	지역및도시	건설건축 	29362000	243886000
동부푸른도시사업소 산하공원 유지관리	지역개발	지역및도시	건설건축 	6901589000	37032068000
동부푸른도시사업소 행정장비 및 사업용 장비 구입	지역개발	지역및도시	건설건축 	137127000	968518000
동주민센터 시민편의 디자인 개발	지역개발	지역및도시	건설건축 	0	0
디자인 온오프라인 토털 취업매칭	지역개발	지역및도시	건설건축 	0	1100000000
디자인기업 마케팅 지원	지역개발	지역및도시	건설건축 	997000000	6494044000
디자인모니터단 운영	지역개발	지역및도시	건설건축 	0	0
디자인서울 시민거버넌스 구축	지역개발	지역및도시	건설건축 	0	0
디자인서울 포럼 운영	지역개발	지역및도시	건설건축 	0	14000000
디자인서울 홈페이지 유지보수	지역개발	지역및도시	건설건축 	50000000	255000000
디자인위원회 심의업무 지원시스템 유지관리	지역개발	지역및도시	건설건축 	0	66236000
뚝섬고가차도 도로조명(LED) 설치공사	지역개발	지역및도시	건설건축 	0	1500000000
리모델링 활성화구역 디자인설계비 보조	지역개발	지역및도시	건설건축 	0	2000000000
리모델링활성화구역 건축디자인설계비 보조	지역개발	지역및도시	건설건축 	0	2100000000
리폼을 통한 녹색 나눔	지역개발	지역및도시	건설건축 	480000000	2050000000
마곡 R&D타워 건립 타당성조사 및 기본계획 수립	지역개발	지역및도시	건설건축 	0	90673000
마곡도시개발사업 정책자문회의 운영	지역개발	지역및도시	건설건축 	25974000	79602000
마을 공동체 생태계 만들기	지역개발	지역및도시	건설건축 	3343618000	0
마을가꾸기 추진	지역개발	지역및도시	건설건축 	140000000	4900000000
마포·강남·구로디자인센터 운영	지역개발	지역및도시	건설건축 	2738595000	18665595000
매립가스 포집시설처리 위탁운영	지역개발	지역및도시	건설건축 	956000000	5232000000
매립지 유지관리 모니터링	지역개발	지역및도시	건설건축 	25000000	159500000
매헌기념관(윤봉길의사)운영비	지역개발	지역및도시	건설건축 	0	800000000
명일근린공원(강동) 조성	지역개발	지역및도시	건설건축 	1392000000	96710000000
무장애 공원 조성	지역개발	지역및도시	건설건축 	200000000	200000000
문정근린공원 조성	지역개발	지역및도시	건설건축 	0	8816000000
문화관광해외통신원 운영 및 공공디자인 간행물 발간	지역개발	지역및도시	건설건축 	96934000	291934000
물을 이용한 친수공간조성	지역개발	지역및도시	건설건축 	500000000	47665000000
미디어 클라우드 조성	지역개발	지역및도시	건설건축 	0	0
미술장식심의위원회운영	지역개발	지역및도시	건설건축 	57289000	256056000
미아역주변 등 생활권중심의 지구단위계획수립 및 실현방안 연구	지역개발	지역및도시	건설건축 	1000000000	1000000000
미집행 도시계획시설 재정비계획수립 용역	지역개발	지역및도시	건설건축 	0	200000000
민간개발시 합리적 공공시설 확보방안 연구	지역개발	지역및도시	건설건축 	159000000	120000000
민간건축물 안전관리	지역개발	지역및도시	건설건축 	26000000	216000000
밀도관리 체계 구축 및 적정밀도 관리방안 연구	지역개발	지역및도시	건설건축 	0	186000000
반환금및기타(도시개발)	지역개발	지역및도시	건설건축 	40000000	14832000000
배봉산근린공원(동대문) 조성	지역개발	지역및도시	건설건축 	0	32548000000
백두산호랑이 숲 조성	지역개발	지역및도시	건설건축 	1000000000	2142000000
백련근린공원(논골지역)조성	지역개발	지역및도시	건설건축 	0	11166000000
백련근린공원(서대문) 조성	지역개발	지역및도시	건설건축 	0	19347000000
백련근린공원(은평) 조성	지역개발	지역및도시	건설건축 	1628000000	23420000000
보라매공원 시설물 보수정비	지역개발	지역및도시	건설건축 	506430000	1322238000
봉산도시자연공원(은평) 조성	지역개발	지역및도시	건설건축 	0	1200000000
봉제산근린공원(강서) 조성	지역개발	지역및도시	건설건축 	1275000000	45477000000
봉화산근린공원(중랑) 조성	지역개발	지역및도시	건설건축 	100000000	75000000000
부동산 정보의 기능향상을 위한 부동산정보포털시스템 고도화	지역개발	지역및도시	건설건축 	360000000	592000000
부동산 정보의 기능향상을 위한 부동산정보포털시스템 고도화 사업	지역개발	지역및도시	건설건축 	0	592000000
부동산 중개 서비스 개선	지역개발	지역및도시	건설건축 	25960000	131600000
북부지원 활용방안 연구	지역개발	지역및도시	건설건축 	0	30000000
북서울 꿈의숲 및 서울창포원 유지관리	지역개발	지역및도시	건설건축 	5024660000	12383000000
북서울꿈의숲 문화시설 및 편의시설 위탁	지역개발	지역및도시	건설건축 	0	10973000000
북악팔각정 화장실 보수정비(주민참여)	지역개발	지역및도시	건설건축 	0	0
북촌마을 가꾸기	지역개발	지역및도시	건설건축 	0	0
북촌마을 가꾸기	지역개발	지역및도시	건설건축 	5174911000	39014692000
불광근린공원(은평)조성	지역개발	지역및도시	건설건축 	1754000000	19813000000
불광천 경관조명 설치	지역개발	지역및도시	건설건축 	0	1400000000
불법 유동광고물 정비	지역개발	지역및도시	건설건축 	0	3000000000
불암산도시자연공원(중계지구-노원)조성	지역개발	지역및도시	건설건축 	2800000000	24400000000
사계절 꽃길 조성	지역개발	지역및도시	건설건축 	1005000000	17000000000
사전협상에 따른 협상조정협의회 운영 등	지역개발	지역및도시	건설건축 	260314000	1109845000
사회서비스분야인력경비(공원 공익근무요원)	지역개발	지역및도시	건설건축 	720000000	2182000000
산림내 이용시설 정비 및 관리	지역개발	지역및도시	건설건축 	304103000	1837018000
살기 좋은 아파트 공동체 활성화	지역개발	지역및도시	건설건축 	1262500000	11999100000
상도근린공원(관악) 조성	지역개발	지역및도시	건설건축 	2000000000	24431000000
상도근린공원(동작) 조성	지역개발	지역및도시	건설건축 	1240000000	36300000000
상암·수색 부도심 육성을 위한 종합발전계획 수립(도시개발)	지역개발	지역및도시	건설건축 	0	453000000
생애주기 분석을 통한 도시발전방안 연구	지역개발	지역및도시	건설건축 	0	0
생태도시포럼 운영	지역개발	지역및도시	건설건축 	25014000	180040000
생태문화길 브랜드화	지역개발	지역및도시	건설건축 	1972000000	2722000000
생태문화길 브랜드화	지역개발	지역및도시	건설건축 	0	0
생활주변 자투리땅 녹화	지역개발	지역및도시	건설건축 	845000000	18264000000
서리풀근린공원(서초) 조성	지역개발	지역및도시	건설건축 	18840000000	91500000000
서부푸른도시사업소 산하공원 유지관리	지역개발	지역및도시	건설건축 	7720449000	39894608000
서서울호수공원(폐기물 집하장 이전부지) 조성	지역개발	지역및도시	건설건축 	1200000000	45107000000
서울 국제 건축문화제	지역개발	지역및도시	건설건축 	0	0
서울 국제 건축문화제	지역개발	지역및도시	건설건축 	231560000	1680000000
서울 근.현대 건축문화 자산 기록화 사업	지역개발	지역및도시	건설건축 	0	150000000
서울국제자전거디자인 공모전	지역개발	지역및도시	건설건축 	0	0
서울대공원 매수표소 운영	지역개발	지역및도시	건설건축 	200012000	1706007000
서울대공원 재조성	지역개발	지역및도시	건설건축 	0	82744900000
서울대공원 전산화 사업	지역개발	지역및도시	건설건축 	77455000	132727000
서울대공원 청사시설 유지관리	지역개발	지역및도시	건설건축 	207380000	1436813000
서울대공원 캠핑장 정비	지역개발	지역및도시	건설건축 	0	300000000
서울디자인마켓	지역개발	지역및도시	건설건축 	0	0
서울디자인센터 지원	지역개발	지역및도시	건설건축 	600000000	2051000000
서울디자인자산	지역개발	지역및도시	건설건축 	150000000	2000000000
서울디자인자산展 해외순회전(모스코바시립박물관)	지역개발	지역및도시	건설건축 	0	0
서울디자인지원센터 운영	지역개발	지역및도시	건설건축 	0	8204000000
서울디자인한마당 2012 개최기반 구축	지역개발	지역및도시	건설건축 	0	310000000
서울디자인한마당 개최	지역개발	지역및도시	건설건축 	0	5500000000
서울디자인한마당2012	지역개발	지역및도시	건설건축 	0	0
서울상징 해치 종합마케팅	지역개발	지역및도시	건설건축 	70000000	1410000000
서울색 · 서울서체 시민체험 강화	지역개발	지역및도시	건설건축 	0	965000000
서울성곽 경관조명 유지관리	지역개발	지역및도시	건설건축 	100000000	500000000
서울숲공원 시설물 보수정비	지역개발	지역및도시	건설건축 	718290000	4478770000
서울숲길 조성	지역개발	지역및도시	건설건축 	0	10000000000
서울시 u-부동산정보 포털 모바일 서비스 구축	지역개발	지역및도시	건설건축 	0	90337000
서울시 지적역사 사료전시	지역개발	지역및도시	건설건축 	0	0
서울시민디자인위원회 운영	지역개발	지역및도시	건설건축 	197206000	1356206000
서울우수공공디자인 인증제 및 디자인서울클리닉	지역개발	지역및도시	건설건축 	263160000	1181160000
서울의현재와미래관 운영	지역개발	지역및도시	건설건축 	0	1113150000
서울특별시 디자인상 운영	지역개발	지역및도시	건설건축 	0	220000000
서울형 건축자재 유통기준 설정	지역개발	지역및도시	건설건축 	0	220000000
서울형 공공건축가 선정 및 자문	지역개발	지역및도시	건설건축 	13500000	130000000
선유도공원 유지관리	지역개발	지역및도시	건설건축 	551000000	4036000000
성북동 전통문화지구 지구단위계획 수립	지역개발	지역및도시	건설건축 	600000000	1200000000
성산근린공원(마포)조성	지역개발	지역및도시	건설건축 	5567000000	36178000000
성산녹지(마포)보상	지역개발	지역및도시	건설건축 	0	19122000000
성수역~동이로간 지하철 지상구조물 경관조명 설치	지역개발	지역및도시	건설건축 	0	400000000
세계유수동물원과 교류 및 동물확보	지역개발	지역및도시	건설건축 	459820000	4099074000
세계측지계 기반의 서울특별시계 및 구계 등록사업	지역개발	지역및도시	건설건축 	0	110000000
세운초록띠공원 유지관리	지역개발	지역및도시	건설건축 	96901000	966984000
세종대로 주변 한글 마루지 조성	지역개발	지역및도시	건설건축 	2270314000	5535314000
세종대로 주변 한글 마루지 조성사업(시범가로 조성 등)	지역개발	지역및도시	건설건축 	0	0
소외·낙후지역 생활환경 개선	지역개발	지역및도시	건설건축 	2420000000	8206746000
손실보상등에 따른 수용재결 통합관리시스템 구축	지역개발	지역및도시	건설건축 	285992000	303000000
수도권 연계 광역거점의 전략적 특화 육성계획 수립	지역개발	지역및도시	건설건축 	0	300000000
수락산도시자연공원(국궁장보상-노원)조성	지역개발	지역및도시	건설건축 	90818000	90818000
수목식재 사후관리	지역개발	지역및도시	건설건축 	2500000000	12500000000
수복형(소단위 맞춤형) 도시환경정비계획 수립	지역개발	지역및도시	건설건축 	267190000	267190000
수해로부터 안전한 도시조성을 위한 도시구조개선 실행방안 연구	지역개발	지역및도시	건설건축 	0	0
숲길여행(숲해설가가 알려주는 걷고싶은길)운영	지역개발	지역및도시	건설건축 	110000000	640000000
스마트 조명도시 구축 기술용역	지역개발	지역및도시	건설건축 	0	1800000000
스카이라인 경관계획 수립	지역개발	지역및도시	건설건축 	0	620000000
시 공원 유지관리 및 보수 정비	지역개발	지역및도시	건설건축 	22090000000	79524000000
시 공원내 CCTV 설치	지역개발	지역및도시	건설건축 	4840000000	500000000
시 공원내 피크닉 가든 조성	지역개발	지역및도시	건설건축 	0	500000000
시민 안전을 위한 빛환경 분석 및 개선	지역개발	지역및도시	건설건축 	0	0
시민녹화교실운영	지역개발	지역및도시	건설건축 	40500000	694000000
시민아파트 정리	지역개발	지역및도시	건설건축 	1843630000	29715734000
시민의 안전과 건강증진 공공디자인 개발	지역개발	지역및도시	건설건축 	0	2400000000
시민의숲 수변공원 조성(서초)	지역개발	지역및도시	건설건축 	0	18000000000
시민의숲 시설물 정비	지역개발	지역및도시	건설건축 	35000000	170000000
시유공원내 테마놀이터 조성	지역개발	지역및도시	건설건축 	1261000000	10824000000
시장정비사업 심의 위원회 운영	지역개발	지역및도시	건설건축 	29564000	70384000
식물원 및 동물사 조경관리	지역개발	지역및도시	건설건축 	322978000	3572865000
식물전시 및 축제 프로그램	지역개발	지역및도시	건설건축 	171353000	1168103000
신길재정비촉진지구 도림로 확장 공사	지역개발	지역및도시	건설건축 	667500000	17830000000
신길재촉지구 이면도로개설	지역개발	지역및도시	건설건축 	1276000000	1276000000
신림재정비촉진지구 신림로, 호암로 확장공사	지역개발	지역및도시	건설건축 	0	5458000000
신림재정비촉진지구 하천조성	지역개발	지역및도시	건설건축 	0	6710589000
신주거재생정책의 방향정립과 실행전략 수립 용역	지역개발	지역및도시	건설건축 	150000000	150000000
신촌지구일대 지구단위계획 재정비 수립 용역(도시개발)	지역개발	지역및도시	건설건축 	0	917000000
실거래가 기반의 부동산시장변화 분석을 위한 가격지수 개발	지역개발	지역및도시	건설건축 	0	100000000
쌍문근린공원(도봉) 조성	지역개발	지역및도시	건설건축 	7011241000	105800200000
아파트 열린녹지 조성	지역개발	지역및도시	건설건축 	1868000000	51100000000
암사역사생태공원 조성	지역개발	지역및도시	건설건축 	1600000000	48670000000
야간조명 경관사업(지하철2호선 성수역~동이로)	지역개발	지역및도시	건설건축 	0	400000000
야생동물 종보전 연구	지역개발	지역및도시	건설건축 	400000000	2180000000
양묘장 기반시설 보수	지역개발	지역및도시	건설건축 	156500000	817700000
어린이공원 모래관리(주민참여)	지역개발	지역및도시	건설건축 	0	0
어린이공원 시설물 보수 정비(주민참여)	지역개발	지역및도시	건설건축 	0	0
어린이대공원 놀이동산 재조성	지역개발	지역및도시	건설건축 	17504000000	19992000000
어린이대공원 운영 및 보수	지역개발	지역및도시	건설건축 	11905000000	65729600000
어린이대공원 재조성	지역개발	지역및도시	건설건축 	0	32010000000
어린이대공원 지하주차장 건립	지역개발	지역및도시	건설건축 	0	2230000000
어린이동물원 운영 및 시설정비	지역개발	지역및도시	건설건축 	146800000	1428900000
어린이창의력캠프	지역개발	지역및도시	건설건축 	110000000	874000000
어울림공원 조성	지역개발	지역및도시	건설건축 	5000000	13058000000
에너지소비 총량제 통합관리시스템 개발	지역개발	지역및도시	건설건축 	0	200000000
여의도·노량진 전략거점조성 마스터플랜 수립(도시개발)	지역개발	지역및도시	건설건축 	0	433000000
여의도공원 시설물 보수정비	지역개발	지역및도시	건설건축 	0	1893000000
여의도공원 유지관리	지역개발	지역및도시	건설건축 	812934000	3595548000
여행공원 조성	지역개발	지역및도시	건설건축 	0	10987000000
역사문화공간 공공시설물 디자인 개발	지역개발	지역및도시	건설건축 	0	0
연평양묘장  캠핑장 조성	지역개발	지역및도시	건설건축 	0	15427000000
열대조류관 관람환경 개선	지역개발	지역및도시	건설건축 	0	1500000000
열린학교조성(학교공원화)	지역개발	지역및도시	건설건축 	0	147150000000
